Character	Dialog
ROMEO	I'll be a candle holder, and look on.
ROMEO	The game was ne'er so fair, and I am done.
ROMEO	Nay, that's not so.
ROMEO	And we mean well in going to this masque;
ROMEO	But 'tis no wit to go.
ROMEO	I dream'd a dream to-night.
ROMEO	Well, what was yours?
ROMEO	In bed asleep, while they do dream things true.
ROMEO	Peace, peace! Mercutio, peace!
ROMEO	Thou talk'st of nothing.
ROMEO	I fear too early; for my mind misgives
ROMEO	Some consequence yet hanging in the stars
ROMEO	Shall bitterly begin his fearful date
ROMEO	With this night's revels, and expire the term
ROMEO	Of a despised life clos'd in my breast
ROMEO	By some vile forfeit of untimely death.
ROMEO	But he, that hath the steerage of my course,
ROMEO	Direct my sail!, On, lusty gentlemen.
ROMEO	What lady is that which doth enrich the hand
ROMEO	Of yonder knight?
ROMEO	O! she doth teach the torches to burn bright.
ROMEO	It seems she hangs upon the cheek of night
ROMEO	Like a rich jewel in an Ethiop's ear;
ROMEO	Beauty too rich for use, for earth too dear!
ROMEO	So shows a snowy dove trooping with crows,
ROMEO	As yonder lady o'er her fellows shows.
ROMEO	The measure done, I'll watch her place of stand,
ROMEO	And, touching hers, make blessed my rude hand.
ROMEO	Did my heart love till now? forswear it, sight!
ROMEO	For I ne'er saw true beauty till this night.
ROMEO	If I profane with my unworthiest hand
ROMEO	This holy shrine, the gentle sin is this;
ROMEO	My lips, two blushing pilgrims, ready stand
ROMEO	To smooth that rough touch with a tenderkiss.
ROMEO	Have not saints lips, and holy palmers too?
ROMEO	O! then, dear saint, let lips do what hands do;
ROMEO	They pray, grant thou, lest faith turn to despair.
ROMEO	Then move not, while my prayers' effect I take.
ROMEO	Thus from my lips, by thine, my sin is purg'd.
ROMEO	Sin from my lips? O trespass sweetly urg'd!
ROMEO	Give me my sin again.
ROMEO	What is her mother?
ROMEO	Is she a Capulet?
ROMEO	O dear account! my life is my foe's debt.
ROMEO	Ay, so I fear; the more is my unrest.
ROMEO	Can I go forward when my heart is here?
ROMEO	Turn back, dull earth, and find thy centre out.
ROMEO	He jests at scars, that never felt a wound.
ROMEO	But, soft! what light through yonder window breaks?
ROMEO	It is the east, and Juliet is the sun!
ROMEO	Arise, fair sun, and kill the envious moon,
ROMEO	Who is already sick and pale with grief,
ROMEO	That thou her maid art far more fair than she:
ROMEO	Be not her maid, since she is envious;
ROMEO	Her vestal livery is but sick and green,
ROMEO	And none but fools do wear it; cast it off.
ROMEO	It is my lady; O! it is my love:
ROMEO	O! that she knew she were.
ROMEO	She speaks, yet she says nothing: what of that?
ROMEO	Her eye discourses; I will answer it.
ROMEO	I am too bold, 'tis not to me she speaks:
ROMEO	Two of the fairest stars in all the heaven,
ROMEO	Having some business, do entreat her eyes
ROMEO	To twinkle in their spheres till they return.
ROMEO	What if her eyes were there, they in her head?
ROMEO	The brightness of her cheek would shame those stars
ROMEO	As daylight doth a lamp; her eyes in heaven
ROMEO	Would through the airy region com.linkedin.dagli.util.stream so bright
ROMEO	That birds would sing and think it were not night.
ROMEO	See! how she leans her cheek upon her hand:
ROMEO	O! that I were a glove upon that hand,
ROMEO	That I might touch that cheek.
ROMEO	She speaks:
ROMEO	O! speak again, bright angel; for thou art
ROMEO	As glorious to this night, being o'er my head,
ROMEO	As is a winged messenger of heaven
ROMEO	Unto the white-upturned wond'ring eyes
ROMEO	Of mortals, that fall back to gaze on him
ROMEO	When he bestrides the lazy-pacing clouds,
ROMEO	And sails upon the bosom of the air.
ROMEO	Shall I hear more, or shall I speak at this?
ROMEO	I take thee at thy word.
ROMEO	Call me but love, and I'll be new baptiz'd;
ROMEO	Henceforth I never will be Romeo.
ROMEO	By a name
ROMEO	I know not how to tall thee who I am:
ROMEO	My name, dear saint, is hateful to myself,
ROMEO	Because it is an enemy to thee:
ROMEO	Had I it written, I would tear the word.
ROMEO	Neither, fair maid, if either thee dislike.
ROMEO	With love's light wings did I o'erperch these walls;
ROMEO	For stony limits cannot hold love out,
ROMEO	And what love can do that dares love attempt;
ROMEO	Therefore thy kinsmen are no stop to me.
ROMEO	Alack! there lies more peril in thine eye
ROMEO	Than twenty of their swords: look thou but sweet,
ROMEO	And I am proof against their enmity.
ROMEO	I have night's cloak to hide me from their eyes;
ROMEO	And but thou love me, let them find me here;
ROMEO	My life were better ended by their hate,
ROMEO	Than death prorogued, wanting of thy love.
ROMEO	By Love, that first did prompt me to inquire;
ROMEO	He lent me counsel, and I lent him eyes.
ROMEO	I am no pilot; yet, wert thou as far
ROMEO	As that vast shore wash'd with the furthest sea,
ROMEO	I would adventure for such merchandise.
ROMEO	Lady, by yonder blessed moon I swear
ROMEO	That tips with silver all these fruit-tree tops,—
ROMEO	What shall I swear by?
ROMEO	If my heart's dear love—
ROMEO	O! wilt thou leave me so unsatisfied?
ROMEO	The exchange of thy love's faithful vow for mine.
ROMEO	Wouldst thou withdraw it? for what purpose, love?
ROMEO	O blessed, blessed night! I am afeard,
ROMEO	Being in night, all this is but a dream,
ROMEO	Too flattering-sweet to be substantial.
ROMEO	So thrive my soul,—
ROMEO	A thousand times the worse, to want thy light.
ROMEO	Love goes toward love, as schoolboys from their books;
ROMEO	But love from love, toward school with heavy looks.
ROMEO	It is my soul that calls upon my name:
ROMEO	How silver-sweet sound lovers' tongues by night,
ROMEO	Like softest music to attending ears!
ROMEO	My dear!
ROMEO	At the hour of nine.
ROMEO	Let me stand here till thou remember it.
ROMEO	And I'll still stay, to have thee still forget,
ROMEO	Forgetting any other home but this.
ROMEO	I would I were thy bird.
ROMEO	Sleep dwell upon thine eyes, peace in thy breast!
ROMEO	Would I were sleep and peace, so sweet to rest!
ROMEO	Hence will I to my ghostly father's cell,
ROMEO	His help to crave, and my dear hap to tell.
ROMEO	Good morrow, father!
ROMEO	That last is true; the sweeter rest was mine.
ROMEO	With Rosaline, my ghostly father? no;
ROMEO	I have forgot that name, and that name's woe.
ROMEO	I'll tell thee, ere thou ask it me again.
ROMEO	I have been feasting with mine enemy,
ROMEO	Where on a sudden one hath wounded me,
ROMEO	That's by me wounded: both our remedies
ROMEO	Within thy help and holy physic lies:
ROMEO	I bear no hatred, blessed man; for, lo!
ROMEO	My intercession likewise steads my foe.
ROMEO	Then plainly know my heart's dear love is set
ROMEO	On the fair daughter of rich Capulet:
ROMEO	As mine on hers, so hers is set on mine;
ROMEO	And all combin'd, save what thou must combine
ROMEO	By holy marriage: when and where and how
ROMEO	We met we woo'd and made exchange of vow,
ROMEO	I'll tell thee as we pass; but this I pray,
ROMEO	That thou consent to marry us to-day.
ROMEO	Thou chidd'st me oft for loving Rosaline.
ROMEO	And bad'st me bury love.
ROMEO	I pray thee, chide not; she, whom I love now
ROMEO	Doth grace for grace and love for love allow;
ROMEO	The other did not so.
ROMEO	O! let us hence; I stand on sudden haste.
ROMEO	Good morrow to you both. What counterfeit did I give you?
ROMEO	Pardon, good Mercutio, my business was great; and in such a case as mine a man may strain courtesy.
ROMEO	Meaning—to curtsy.
ROMEO	A most courteous exposition.
ROMEO	Pink for flower.
ROMEO	Why, then, is my pump well flowered.
ROMEO	O single-soled jest! solely singular for the singleness.
ROMEO	Switch and spurs, switch and spurs; or I'll cry a match.
ROMEO	Thou wast never with me for anything when thou wast not here for the goose.
ROMEO	Nay, good goose, bite not.
ROMEO	And is it not then well served in to a sweet goose?
ROMEO	I stretch it out for that word 'broad;' which added to the goose, proves thee far and wide a broad goose.
ROMEO	Here's goodly gear!
ROMEO	One, gentlewoman, that God hath made for himself to mar.
ROMEO	I can tell you; but young Romeo will be older when you have found him than he was when you sought him: I am the youngest of that name, for fault of a worse.
ROMEO	What hast thou found?
ROMEO	I will follow you.
ROMEO	A gentleman, nurse, that loves to hear himself talk, and will speak more in a minute than he will stand to in a month.
ROMEO	Nurse, commend me to thy lady and mistress. I protest unto thee,—
ROMEO	What wilt thou tell her, nurse? thou dost not mark me.
ROMEO	Bid her devise
ROMEO	Some means to come to shrift this afternoon;
ROMEO	And there she shall at Friar Laurence' cell,
ROMEO	Be shriv'd and married. Here is for thy pains.
ROMEO	Go to; I say, you shall.
ROMEO	And stay, good nurse; behind the abbey wall:
ROMEO	Within this hour my man shall be with thee,
ROMEO	And bring thee cords made like a tackled stair;
ROMEO	Which to the high top-gallant of my joy
ROMEO	Must be my convoy in the secret night.
ROMEO	Farewell! Be trusty, and I'll quit thy pains.
ROMEO	Farewell! Commend me to thy mistress.
ROMEO	What sayst thou, my dear nurse?
ROMEO	I warrant thee my man's as true as steel.
ROMEO	Ay, nurse: what of that? both with an R.
ROMEO	Commend me to thy lady.
ROMEO	Amen, amen! but come what sorrow can,
ROMEO	It cannot countervail the exchange of joy
ROMEO	That one short minute gives me in her sight:
ROMEO	Do thou but close our hands with holy words,
ROMEO	Then love-devouring death do what he dare;
ROMEO	It is enough I may but call her mine.
ROMEO	Ah! Juliet, if the measure of thy joy
ROMEO	Be heap'd like mine, and that thy skill be more
ROMEO	To blazon it, then sweeten with thy breath
ROMEO	This neighbour air, and let rich music's tongue
ROMEO	Unfold the imagin'd happiness that both
ROMEO	Receive in either by this dear encounter.
ROMEO	Tybalt, the reason that I have to love thee
ROMEO	Doth much excuse the appertaining rage
ROMEO	To such a greeting; villain am I none,
ROMEO	Therefore farewell; I see thou know'st me not.
ROMEO	I do protest I never injur'd thee,
ROMEO	But love thee better than thou canst devise,
ROMEO	Till thou shalt know the reason of my love:
ROMEO	And so, good Capulet, which name I tender
ROMEO	As dearly as my own, be satisfied.
ROMEO	Gentle Mercutio, put thy rapier up.
ROMEO	Draw, Benvolio; beat down their weapons.
ROMEO	Gentlemen, for shame, forbear this outrage!
ROMEO	Tybalt, Mercutio, the prince expressly hath
ROMEO	Forbidden bandying in Verona streets.
ROMEO	Hold, Tybalt! good Mercutio!
ROMEO	Courage, man; the hurt cannot be much.
ROMEO	I thought all for the best.
ROMEO	This gentleman, the prince's near ally,
ROMEO	My very friend, hath got his mortal hurt
ROMEO	In my behalf; my reputation stain'd
ROMEO	With Tybalt's slander, Tybalt, that an hour
ROMEO	Hath been my kinsman. O sweet Juliet!
ROMEO	Thy beauty hath made me effeminate,
ROMEO	And in my temper soften'd valour's steel!
ROMEO	This day's black fate on more days doth depend;
ROMEO	This but begins the woe others must end.
ROMEO	Alive! in triumph! and Mercutio slain!
ROMEO	Away to heaven, respective lenity,
ROMEO	And fire-ey'd fury be my conduct now!
ROMEO	Now, Tybalt, take the villain back again
ROMEO	That late thou gav'st me; for Mercutio's soul
ROMEO	Is but a little way above our heads,
ROMEO	Staying for thine to keep him company:
ROMEO	Either thou, or I, or both, must go with him.
ROMEO	This shall determine that.
ROMEO	O! I am Fortune's fool.
ROMEO	Father, what news? what is the prince's doom?
ROMEO	What sorrow craves acquaintance at my hand,
ROMEO	That I yet know not?
ROMEO	What less than doomsday is the prince's doom?
ROMEO	Ha! banishment! be merciful, say 'death;'
ROMEO	For exile hath more terror in his look,
ROMEO	Much more than death: do not say 'banishment.'
ROMEO	There is no world without Verona walls,
ROMEO	But purgatory, torture, hell itself.
ROMEO	Hence banished is banish'd from the world,
ROMEO	And world's exile is death; then 'banished,'
ROMEO	Is death mis-term'd. Calling death 'banished,'
ROMEO	Thou cutt'st my head off with a golden axe,
ROMEO	And smil'st upon the stroke that murders me.
ROMEO	'Tis torture, and not mercy: heaven is here,
ROMEO	Where Juliet lives; and every cat and dog
ROMEO	And little mouse, every unworthy thing,
ROMEO	Live here in heaven and may look on her;
ROMEO	But Romeo may not: more validity,
ROMEO	More honourable state, more courtship lives
ROMEO	In carrion flies than Romeo: they may seize
ROMEO	On the white wonder of dear Juliet's hand,
ROMEO	And steal immortal blessing from her lips,
ROMEO	Who, even in pure and vestal modesty,
ROMEO	Still blush, as thinking their own kisses sin;
ROMEO	Flies may do this, but I from this must fly:
ROMEO	They are free men, but I am banished.
ROMEO	And sayst thou yet that exile is not death?
ROMEO	Hadst thou no poison mix'd, no sharp-ground knife,
ROMEO	No sudden mean of death, though ne'er so mean,
ROMEO	But 'banished' to kill me? 'Banished!'
ROMEO	O friar! the damned use that word in hell;
ROMEO	Howlings attend it: how hast thou the heart,
ROMEO	Being a divine, a ghostly confessor,
ROMEO	A sin-absolver, and my friend profess'd,
ROMEO	To mangle me with that word 'banished?'
ROMEO	O! thou wilt speak again of banishment.
ROMEO	Yet 'banished!' Hang up philosophy!
ROMEO	Unless philosophy can make a Juliet,
ROMEO	Displant a town, reverse a prince's doom,
ROMEO	It helps not, it prevails not: talk no more.
ROMEO	How should they, when that wise men have no eyes?
ROMEO	Thou canst not speak of that thou dost not feel:
ROMEO	Wert thou as young as I, Juliet thy love,
ROMEO	An hour but married, Tybalt murdered,
ROMEO	Doting like me, and like me banished,
ROMEO	Then mightst thou speak, then mightst thou tear thy hair,
ROMEO	And fall upon the ground, as I do now,
ROMEO	Taking the measure of an unmade grave.
ROMEO	Not I; unless the breath of heart-sick groans,
ROMEO	Mist-like, infold me from the search of eyes.
ROMEO	Nurse!
ROMEO	Spak'st thou of Juliet? how is it with her?
ROMEO	Doth she not think me an old murderer,
ROMEO	Now I have stain'd the childhood of our joy.
ROMEO	With blood remov'd but little from her own?
ROMEO	Where is she? and how doth she? and what says
ROMEO	My conceal'd lady to our cancell'd love?
ROMEO	As if that name,
ROMEO	Shot from the deadly level of a gun,
ROMEO	Did murder her; as that name's cursed hand
ROMEO	Murder'd her kinsman. O! tell me, friar, tell me,
ROMEO	In what vile part of this anatomy
